strategy,model,n_rows,n_cores,mean_wall_time_sec,std_wall_time_sec,mean_energy_joules,std_energy_joules,repeats
multiprocessing,XGBoost,1000,4,4.517495833356709,0.040180233376869795,126.75125066535232,3.0796917202156795,3
multiprocessing,XGBoost,1000,8,7.346657466667239,0.23648112881997685,203.0907279997232,8.700605722326989,3
multiprocessing,XGBoost,10000,1,5.599460466648452,0.8339312948875656,128.13899533374862,17.937779444903132,3
multiprocessing,XGBoost,10000,2,6.193160066652733,0.1682264628568524,141.42059033401821,4.495526195647423,3
multiprocessing,XGBoost,10000,4,8.054275866636695,0.18120954555823066,182.50569333273515,5.463088255550123,3
multiprocessing,XGBoost,10000,8,12.22250919994743,0.20197805926931775,270.50122300047445,5.922093249630033,3
multiprocessing,XGBoost,48842,1,13.651089566662753,0.6458047887051744,299.13032200115094,10.566090652339534,3
multiprocessing,XGBoost,48842,2,13.965881666653635,0.1776386721984495,306.5250086660143,3.560892153541549,3
multiprocessing,XGBoost,48842,4,15.576022933334267,0.32355888676499495,343.7031236667387,6.449947893317583,3
multiprocessing,XGBoost,48842,8,18.817217833323713,0.14232243257617705,412.7797816659395,2.126753912645878,3
ray,RandomForest,1000,1,127.2650408000142,2.1459171684148126,2955.643047332529,77.77160415382589,3
ray,RandomForest,1000,2,71.65020663335842,2.8457501708608985,2041.626359667912,45.38424495946528,3
ray,RandomForest,1000,4,46.56505193332365,3.871088330779742,1371.8127066673733,37.37099093161776,3
ray,RandomForest,1000,8,41.60861029999796,1.0646880660604323,1142.7319060007976,1.7652491858060255,3
ray,RandomForest,10000,1,3655.794491400011,801.6848323616946,48217.52897300094,6237.091808588502,3
ray,RandomForest,10000,2,1775.4032924999872,918.9718077257885,26986.43431033529,8185.155664934041,3
ray,RandomForest,10000,4,568.1189610333726,33.680634913272456,13566.449647666246,166.2107784698779,3
ray,RandomForest,10000,8,426.8045266333502,13.78866223364696,9780.004583334832,107.78829728606289,3
ray,RandomForest,48842,1,11789.187906466666,3583.4236226090306,175342.04806766575,37205.39715804968,3
ray,RandomForest,48842,2,6484.781272300005,2208.4503955307273,101839.91857299911,21809.112820156282,3
ray,RandomForest,48842,4,12965.198876900016,13712.017575802041,157251.61060766585,138593.37818590176,3
ray,RandomForest,48842,8,2033.2889400333322,17.16417582895064,44649.794698001344,372.92718594028685,3
ray,XGBoost,1000,1,5.932403033327621,0.606108550249815,157.7594143324584,6.326158204195105,3
ray,XGBoost,1000,2,5.94429166665456,0.686807826564843,172.84066533322218,9.09144620835486,3
ray,XGBoost,1000,4,7.7476337333403835,0.06725975119333316,207.67350233409783,4.80601122187688,3
ray,XGBoost,1000,8,10.75101106664321,0.3362369180702236,283.1768369996199,9.811884917084301,3
ray,XGBoost,10000,1,11.80711806670297,1.095567008280335,242.04301733281582,12.4305905420189,3
ray,XGBoost,10000,2,11.251854099989885,1.8099002677982539,289.17524666563804,76.62405105620624,3
ray,XGBoost,10000,4,10.064771133319786,1.823924087312698,271.8547310004871,2.027095705701632,3
ray,XGBoost,10000,8,10.347323433338394,1.081888112908283,356.71479033306633,32.127989159466495,3
ray,XGBoost,48842,1,31.710301233339123,1.2405229058321319,697.4609506655405,31.555086788071097,3
ray,XGBoost,48842,2,24.394595866663924,2.756766037863308,536.845395000718,59.78107276725472,3
ray,XGBoost,48842,4,19.724020733323414,0.3066921038405805,436.03589333223164,10.038842402206754,3
ray,XGBoost,48842,8,22.62374380000013,0.18395011176064674,498.2820880007566,5.572087274453135,3
serial,RandomForest,1000,1,146.4394789999933,37.96534785587881,2883.058491000631,251.46466911428425,3
serial,RandomForest,1000,2,121.16588609997416,1.712501338014237,2851.934363665789,172.44911925707072,3
serial,RandomForest,1000,4,120.22015486667321,0.11499053392940319,2746.3876853345296,11.318961710786445,3
serial,RandomForest,1000,8,120.29626213334268,0.14492818871549284,2751.9784299993084,17.609107579534257,3
serial,RandomForest,10000,1,1407.422963533337,259.6417202054184,28338.83913333279,1525.52353235762,3
serial,RandomForest,10000,2,1444.3253149000036,424.42895362920666,29011.34383333324,2551.298156196356,3
serial,RandomForest,10000,4,1198.133400899979,0.5773643489661829,27249.089600667125,19.382852060224852,3
serial,RandomForest,10000,8,1198.0148294999963,0.27341964970934957,27254.648266332002,69.88863328173882,3
serial,RandomForest,48842,1,9767.650984266656,6172.310133768988,166400.67969533292,52655.562191129815,3
serial,RandomForest,48842,2,5911.430780500018,16.766156955943348,132874.55909700002,249.27842046959475,3
serial,RandomForest,48842,4,5946.641306066653,47.287237114901714,132755.18668500052,780.0187527879025,3
serial,RandomForest,48842,8,9825.505846333303,5043.809878801094,168499.23380966662,47323.90770648694,3
serial,XGBoost,1000,1,0.20606620000520096,0.019665925363920356,7.786878999689297,0.6332352493187277,3
serial,XGBoost,1000,2,0.21087673333628723,0.039074489492150484,6.193169667421155,0.3443146267140216,3
serial,XGBoost,1000,4,0.28349006664939225,0.0679021957150261,7.67731766727342,1.9568379043280486,3
serial,XGBoost,1000,8,0.27372163330437616,0.02661525492045038,7.5918033342045605,1.4166800829752804,3
serial,XGBoost,10000,1,2.3278351666328185,0.06971130730775511,57.1724523329209,3.7998692338444875,3
serial,XGBoost,10000,2,2.2338158000105373,0.024545294908306876,52.25393933223632,0.8994212934610044,3
serial,XGBoost,10000,4,2.272896199952811,0.009458830131399662,53.154085334838896,1.5426415823075983,3
serial,XGBoost,10000,8,2.1872384999878705,0.07254826770468184,52.16340699967237,1.4515419803085101,3
serial,XGBoost,48842,1,10.57320353332519,0.043480214445386654,233.4768220003447,2.025518759493308,3
serial,XGBoost,48842,2,10.603517033334356,0.2706841716044805,233.19233899998792,5.123486670286586,3
serial,XGBoost,48842,4,10.53195883333683,0.23178586383423852,230.36560400058192,3.201137335381002,3
serial,XGBoost,48842,8,10.468475433318721,0.07650685853678602,230.31825999906278,1.4050507477242142,3
threading,RandomForest,1000,1,120.39997919998132,0.22440464830460116,2750.055396999806,22.285992054687135,3
threading,RandomForest,1000,2,120.57830756665983,0.15456891059609174,2741.2580919995635,8.330817250927002,3
threading,RandomForest,1000,4,120.89748250000412,0.20018713181616118,2748.5656126661015,27.391677342716406,3
threading,RandomForest,1000,8,121.17709386664986,0.13461189601415516,2742.5731253330323,3.890457863713333,3
threading,RandomForest,10000,1,1198.995609033329,0.5762943154991722,26995.009819334402,108.83538224555353,3
threading,RandomForest,10000,2,1200.6853357666598,1.3508136309523173,27011.511137666155,133.9555391352099,3
threading,RandomForest,10000,4,1201.7277407333215,0.6241568114786564,26975.803663000508,21.66077523273878,3
threading,RandomForest,10000,8,1204.0650336999872,1.1204008698544554,26914.294594999792,63.76958383441839,3
threading,RandomForest,48842,1,6061.2273624,290.175523485833,139132.02333666696,7372.132637631846,3
threading,RandomForest,48842,2,10858.031877233334,4649.297941467057,192354.47105766667,51686.78301906081,3
threading,RandomForest,48842,4,7277.795512733331,2094.3531566117094,144946.8819719992,20079.87389063881,3
threading,RandomForest,48842,8,8845.240534966666,4831.576311024932,159663.86732200088,46096.28415457414,3
threading,XGBoost,1000,1,0.2532758333254605,0.08015760077409124,7.142572667470102,0.8172250510774532,3
threading,XGBoost,1000,2,0.3095212333331195,0.04709911566377224,10.03790000013433,0.8496201497526423,3
threading,XGBoost,1000,4,0.40821293332070735,0.01657648878059803,11.355694666700943,0.7486557527805557,3
threading,XGBoost,1000,8,0.6513911999839669,0.0053059960595623805,17.542816333626643,0.6218564525141181,3
threading,XGBoost,10000,1,2.4291435666770362,0.06541790371368097,52.793685332197526,1.711086860131924,3
threading,XGBoost,10000,2,2.521310233317005,0.06312043972756026,55.573979666889706,1.3766528249737433,3
threading,XGBoost,10000,4,2.619273199971455,0.1448819700193384,57.27934533383827,2.964703326121583,3
threading,XGBoost,10000,8,2.956608633355548,0.059049076214248854,65.64140466673861,1.5573555297191835,3
threading,XGBoost,48842,1,10.658033433341188,0.3453672203494516,234.1831080006962,5.655928627332406,3
threading,XGBoost,48842,2,10.532073499993809,0.019281890833198888,229.3118933325289,1.58385282705277,3
threading,XGBoost,48842,4,10.460318733336559,0.07579027544932536,230.69543366682765,2.0670490204813747,3
threading,XGBoost,48842,8,10.682277233330145,0.005900927955964134,235.03187266538103,0.6023154378935534,3
